material_id,material_name,material_type,product_category,strength_score,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,cost_per_unit,recycled_content_percent,norm_co2,norm_cost,norm_strength,norm_recyclability,norm_biodegradability,co2_impact_index,cost_efficiency_index,material_suitability_score
117,Compostable Film,Bioplastic,Pharmaceuticals,6.607344153798229,2.2,0.48,2.8,90.69,105.72,59.05,0.19322430819077469,0.39903224460851794,0.43316357847895515,0.8744178023115404,0.48,0.8067756918092253,0.5338460846264713,0.6656941470095891
118,Recycled PET,Plastic,E-commerce,6.373140117772072,18.46,0.23,3.390501451886443,70.1,14.23,19.97,0.2450898194050839,0.017394568890001252,0.39402684242372965,0.5192340865965154,0.23,0.7549101805949161,0.7471739956354911,0.5910160546490236
119,HDPE,Plastic,Electronics,7.785117996979956,20.08,0.17,3.47,56.74,42.01,69.71,0.2520724150033381,0.13327493430108872,0.6299758316555141,0.2887700534759359,0.17,0.7479275849966619,0.7720253720815524,0.5636362123801252
120,Aluminum,Metal,Cosmetics,9.0786844838313,9.14,0.1,10.159828521122238,68.06,,53.59,0.839660091673091,,0.8461376494652308,0.48404347076073834,0.1,0.16033990832690903,,
121,Molded Pulp,Fiber,Cosmetics,6.422320465492188,17.24,0.97,1.189423306063495,76.15,52.68,35.99,0.05176253309435581,0.17778333959037249,0.4022451392579115,0.6235984129722272,0.97,0.9482374669056441,0.6542280519489411,0.758472449579165
122,Steel,Metal,Electronics,9.792182599846988,22.62,0.06,2.164670584090429,44.4,111.66,5.21,0.13742142262568524,0.4238101197180161,0.9653669672695068,0.07590132827324476,0.06,0.8625785773743148,0.7318607150769931,0.5624557143631423
123,Molded Pulp,Fiber,Automotive,4.954010424915592,12.06,0.59,1.036509981601932,95.8,81.1,67.15,0.03833169779438833,0.29633337504692775,0.1568827472158465,0.9625668449197861,0.59,0.9616683022056116,0.484953073858182,0.7064404028317709
124,Corrugated Cardboard,Fiber,Retail,4.33015577358303,19.25,0.86,0.6623871024812116,84.02,75.17,62.35,0.005471364732418329,0.27159721353189004,0.052633327605928155,0.7593582887700534,0.86,0.9945286352675816,0.45809500292323724,0.6990173318256873
125,Steel,Metal,Electronics,8.455870325083882,21.17,0.07,2.328689294347765,78.86,106.62,57.94,0.15182767722342047,0.40278646810995705,0.742062101682473,0.6703467310677937,0.07,0.8481723227765795,0.6551529598070149,0.6370154931665335
126,Corrugated Cardboard,Fiber,Retail,5.2813233658787695,10.52,0.59,0.6893994385446643,82.4,27.33,15.38,0.00784393911737195,0.07203937763317064,0.21157847490392465,0.7314127997239953,0.59,0.9921560608826281,0.6414077633816674,0.7139391665453969
127,HDPE,Plastic,Retail,7.636029531844986,15.41,0.12,3.64,70.3,68.01,63.52,0.2670040241945855,0.24173027989821885,0.6050623587373344,0.5226841469725719,0.12,0.7329959758054145,0.6969867755560024,0.5771885518988729
128,Steel,Metal,Cosmetics,9.721461166512686,10.66,0.09,2.37824734117677,65.58,160.67,56.52,0.15618050891478658,0.6282484461686063,0.9535490408288937,0.4412627220976367,0.09,0.8438194910852135,0.6044705486303937,0.6013709329855792
129,Steel,Metal,Electronics,8.01390426106238,21.54,0.07,2.34741966136927,64.76,231.5,42.58,0.15347282146091307,0.923705835731865,0.6682072292965648,0.42711747455580484,0.07,0.8465271785390869,0.3130593902795069,0.49496721897242024
130,Molded Pulp,Fiber,Food,5.532241907732697,1.0,0.51,1.0961212884200835,94.09,16.3,5.85,0.0435675374225541,0.02602928294331123,0.2535082934951059,0.9330688287045024,0.51,0.9564324625774459,0.6857857476320557,0.7468407707716588
131,Rigid PVC,Plastic,Automotive,6.834822006297558,10.75,0.24,3.95,55.76,45.85,13.25,0.2942322527198014,0.14929295457389563,0.4711763336079124,0.27186475763325857,0.24,0.7057677472801986,0.6988947606988276,0.5239445992462094
132,Tinplate,Metal,Retail,8.44421562094146,15.18,0.0,4.93,57.23,227.92,69.4,0.38030858805758067,0.9087723689150294,0.7401145388327329,0.2972227013972744,0.0,0.6196914119424193,0.35078239418407553,0.40705901629147284
133,Bioplastic PHA,Bioplastic,Electronics,5.239730734667366,27.76,0.43,1.0542405707871432,62.71,53.69,91.08,0.039889028549942036,0.1819964126308764,0.20462812572471048,0.3917543557012248,0.43,0.960110971450058,0.5726534027113583,0.5945103258255731
134,Bioplastic PHA,Bioplastic,E-commerce,5.675230342807256,12.59,0.99,1.454692533917993,74.85,139.41,94.03,0.0750619239225166,0.5395653443457222,0.2774024190508149,0.6011730205278591,0.99,0.9249380760774835,0.38722176101289263,0.6707617090871215
135,Aluminum,Metal,Pharmaceuticals,9.88581940782504,9.23,0.08,9.052450279643372,88.18,118.05,9.23,0.7423957438574836,0.45046510657823385,0.9810141742991992,0.8311195445920305,0.08,0.25760425614251636,0.7221266057727393,0.5341382546342658
136,Recycled PET,Plastic,Food,6.64640586404151,9.62,0.35,2.5402046112072787,76.53,29.47,51.64,0.1704057010428859,0.08096608684770365,0.43969099734669087,0.6301535276867346,0.35,0.8295942989571141,0.7272967468300541,0.6532022816666638
137,Bioplastic PLA,Bioplastic,Food,6.037581243486732,3.34,0.71,1.1314641201457578,97.79,138.72,46.7,0.04667180419337639,0.5366871063279522,0.3379531755616126,0.9968949456615492,0.71,0.9533281958066236,0.4131690064278737,0.7289650170374267
138,Rigid PVC,Plastic,E-commerce,7.406037917790355,12.67,0.27,2.73,90.89,33.9,16.66,0.18707599852379048,0.0994452091936762,0.566629540725752,0.8778678626875971,0.27,0.8129240014762096,0.7669846907740951,0.7083598997464813
139,Recycled PET,Plastic,Cosmetics,6.727259204758588,17.52,0.34,3.405436734546594,71.95,17.83,41.76,0.24640163001592033,0.03241146289575772,0.45320201922538345,0.5511471450750389,0.34,0.7535983699840797,0.7618339299526988,0.6230876244209448
140,Tinplate,Metal,Automotive,9.943564165441922,24.47,0.05,4.16,52.77,202.49,11.85,0.31267718172075415,0.8026946982021441,0.9906636294314434,0.22028635501121274,0.05,0.6873228182792459,0.5146486328512909,0.4854826376419834
141,Corrugated Cardboard,Fiber,Food,6.887341884826334,5.33,0.76,0.9876615684986634,60.17,,55.92,0.03404119535867881,,0.4799526837447805,0.3479385889253062,0.76,0.9659588046413212,,
142,Rigid PVC,Plastic,Electronics,6.503564591650728,24.94,0.3,4.63,90.3,73.75,80.33,0.35395868948479114,0.2656738831185083,0.4158214634556257,0.8676901845782301,0.3,0.6460413105152089,0.6069242555111453,0.6056636402935576
143,Recycled PET,Plastic,E-commerce,6.994497011784771,13.14,0.33,2.458286465987036,91.09,88.47,,0.16321058498347107,0.32707629416426814,0.4978588735436112,0.8813179230636536,0.33,0.8367894150165289,0.6028977729188836,0.6773107397017715
144,Aluminum,Metal,Food,8.601756619633539,4.02,0.07,9.587926068297133,87.44,224.82,50.67,0.789428186254854,0.8958411546322946,0.7664404749195044,0.818354321200621,0.07,0.210571813745146,0.369071497188425,0.4062543301527247
145,Aluminum,Metal,Food,8.569680988754936,6.55,0.1,9.788810162019342,55.07,195.1,53.6,0.8070724379030771,0.7718683518958829,0.7610804669503825,0.25996204933586337,0.1,0.19292756209692286,0.44131117564262323,0.31130651910194357
146,Molded Pulp,Fiber,Automotive,4.110660842063599,10.37,0.66,1.020416033352432,62.74,26.15,72.83,0.03691811811435482,0.06711717348683935,0.015954560894254566,0.3922718647576333,0.66,0.9630818818856451,0.5661115202655982,0.6095022736730452
147,Glass,Glass,Pharmaceuticals,8.219128667959794,15.88,0.09,1.412543542157198,84.72,165.03,47.62,0.07135985172970893,0.6464355733533559,0.702501315688557,0.7714335000862516,0.09,0.9286401482702911,0.49313918226340925,0.6399136716330457
148,Glass,Glass,Food,8.005358046457722,8.67,0.1,1.735513578571534,65.87,157.71,58.5,0.09972727740160199,0.6159012222083178,0.6667791115282764,0.44626530964291883,0.1,0.900272722598398,0.4971709112863199,0.5653055176825108
149,LDPE,Plastic,Retail,6.1029575024999785,16.79,0.21,4.55,54.65,10.09,19.3,0.34693204986538057,0.0001251407833813013,0.3488778950356772,0.25271692254614453,0.21,0.6530679501346195,0.739476073544242,0.49772057743924303
150,Paperboard,Fiber,E-commerce,4.835939392709834,,0.91,0.9478744380340812,87.9,36.85,80.6,0.030546572517865193,0.11175071955950444,0.13715245177939767,0.8262894600655513,0.91,0.9694534274821348,0.5878105489760563,0.7532618026797046
151,Tinplate,Metal,Automotive,9.816531771933308,12.63,0.09,5.93,41.82,209.69,86.86,0.4681415833002126,0.832728486213657,0.9694358430125325,0.03139554942211489,0.09,0.5318584166997874,0.4881372454768188,0.3983145305648172
152,Bioplastic PHA,Bioplastic,Cosmetics,5.479123781333945,15.68,0.67,2.488237022234969,58.6,119.69,72.13,0.16584123204790996,0.45730613606974513,0.24463197296754716,0.32085561497326204,0.67,0.8341587679520901,0.42346910754517175,0.5452492275633272
153,Molded Pulp,Fiber,Electronics,4.434684616273669,14.21,0.92,1.195997470421567,96.16,26.7,83.18,0.052339961641142636,0.06941142118216327,0.07010065138033507,0.9687769535966879,0.92,0.9476600383588574,0.5863934078428361,0.7696618193257373
154,Bioplastic PHA,Bioplastic,Retail,5.978905520555126,11.55,0.41,1.3127657715360035,57.06,140.3,92.08,0.06259607127741715,0.543277854252701,0.32814815118975527,0.2942901500776264,0.41,0.9374039287225828,0.4052925479242815,0.535717160732346
155,Bioplastic PLA,Bioplastic,Automotive,6.971300908221202,10.02,0.76,2.3958928219658744,54.36,101.43,25.3,0.15773036434498994,0.3811371125849915,0.4939826816637423,0.2477143350008625,0.76,0.8422696356550101,0.568910805114502,0.6078497271416753
156,LDPE,Plastic,Retail,6.484110543023001,7.87,0.28,3.58,97.09,23.46,46.81,0.26173404448002763,0.05589621657698244,0.4125705887940812,0.9848197343453511,0.28,0.7382659555199724,0.731490505571443,0.6845734187973309
157,Kraft Paper,Fiber,Food,6.016406642217635,6.4,0.57,0.6814564785198333,89.89,80.19,8.57,0.007146285147298547,0.2925374379510282,0.3344147874321666,0.8606175608073141,0.57,0.9928537148527015,0.5582434522022497,0.7284819684110524
158,Glass,Glass,Cosmetics,8.523239230657435,6.36,0.1,1.653959766792953,68.94,154.18,68.22,0.09256416183963538,0.6011763233637843,0.7533198029608023,0.49922373641538725,0.1,0.9074358381603647,0.5406221271660503,0.5975630108187797
159,Compostable Film,Bioplastic,Food,5.4752750879848,5.66,0.45,1.7,41.93,48.64,40.72,0.09660801342387959,0.1609310474283569,0.24398883590501522,0.033293082628946,0.45,0.9033919865761204,0.6010369059049919,0.5198343225653748
160,Paperboard,Fiber,Automotive,6.184649045835579,23.79,0.88,0.8664363054336061,49.71,19.41,62.28,0.02339361740459883,0.0390022108205064,0.3625289850156652,0.16750043125754702,0.88,0.9766063825954012,0.7216102675139622,0.6751374664101868
161,Molded Pulp,Fiber,Cosmetics,5.10334939815776,18.85,0.43,1.2145820243115488,81.13,88.39,69.27,0.05397229867454785,0.32674258540858464,0.18183808136681034,0.7095049163360359,0.43,0.9460277013254521,0.4766896813015734,0.6275655221269173
162,Kraft Paper,Fiber,Pharmaceuticals,5.896917491780739,16.67,0.45,1.2076396830752154,71.76,83.56,45.71,0.053362532049764246,0.30659491928419474,0.3144475169211252,0.5478695877177852,0.45,0.9466374679502357,0.5418220551979331,0.6279654234202235
163,Molded Pulp,Fiber,Retail,5.9005891322826844,15.17,0.45,1.164147780082335,54.33,24.36,83.46,0.049542507941097574,0.05965044007842155,0.3150610675142425,0.247196825944454,0.45,0.9504574920589024,0.690234162958644,0.6061412602976468
164,Compostable Film,Bioplastic,Cosmetics,6.071549368149517,8.06,0.51,2.58,78.21,94.8,54.98,0.1739010492373957,0.35348099945772327,0.34362942927514784,0.6591340348456097,0.51,0.8260989507626043,0.5253631720354252,0.6218602281342743
165,Paperboard,Fiber,Cosmetics,4.270869310163225,19.93,0.98,1.153021305414943,51.57,71.22,11.5,0.04856523634456927,0.25512034372001835,0.04272624526064545,0.1995859927548732,0.98,0.9514347636554308,0.46401829187224714,0.5926248251417302
166,Tinplate,Metal,Retail,9.670604991178475,10.33,0.09,5.45,83.08,163.82,36.13,0.42598174558374935,0.6413882284236433,0.9450507043159782,0.7431430050025876,0.09,0.5740182544162507,0.5931873446722054,0.5771359839250418
167,LDPE,Plastic,Automotive,6.641560129943471,10.8,0.36,3.95,65.44,75.27,48.8,0.2942322527198014,0.2720143494764944,0.4388812494891964,0.4388476798343971,0.36,0.7057677472801986,0.612343890109782,0.5504739576273041
168,Paperboard,Fiber,Retail,4.559555531199563,9.59,0.57,0.8132753973686285,92.92,,61.07,0.018724335619433666,,0.09096724326897113,0.9128859755045714,0.57,0.9812756643805663,,
169,Steel,Metal,E-commerce,8.081550283109529,4.37,0.07,1.8566434981358768,50.42,135.63,92.43,0.11036648105043728,0.5237976056396779,0.679511238206768,0.1797481455925479,0.07,0.8896335189495628,0.5575259318989004,0.5206722915987804
170,Aluminum,Metal,E-commerce,9.181785886376485,10.86,0.02,9.611920715060643,65.83,,37.33,0.791535707949882,,0.8633664404237429,0.4455752975677074,0.02,0.20846429205011796,,
171,Paperboard,Fiber,Retail,6.032693085526847,9.04,0.98,0.721467160490556,78.09,39.27,74.61,0.010660543186487499,0.12184540941892964,0.33713633845189295,0.6570639986199759,0.98,0.9893394568135125,0.6617472897293994,0.7743650930455882
172,Steel,Metal,Pharmaceuticals,8.033175657855713,10.17,0.02,2.2864657622317237,49.85,177.97,35.33,0.14811905792794508,0.7004129645851583,0.6714275818682512,0.16991547352078665,0.02,0.8518809420720549,0.4483232539962055,0.4717709490116503
173,Kraft Paper,Fiber,Electronics,5.536279174897842,11.22,0.77,0.8422698085764498,49.69,25.09,8.3,0.021271001601113147,0.06269553247403328,0.25418294224201765,0.1671554252199413,0.77,0.9787289983988868,0.6640558574123872,0.6339820431409527
174,Bioplastic PHA,Bioplastic,Retail,5.452991550395876,10.54,0.91,2.4634153012898725,73.95,135.51,,0.1636610659502254,0.5232970425061527,0.24026513863748822,0.5856477488356047,0.91,0.8363389340497747,0.3821278299513036,0.624089701333628
175,Rigid PVC,Plastic,Pharmaceuticals,7.2903455808189,3.03,0.26,4.84,42.28,20.99,45.7,0.3724036184857438,0.04559295874525507,0.5472967378736339,0.03933068828704504,0.26,0.6275963815142562,0.7915629199023004,0.48776545587462433
176,Bioplastic PHA,Bioplastic,Cosmetics,5.348732858009983,11.13,0.42,1.961458116017998,97.22,146.16,5.44,0.11957266288423592,0.5677220206065157,0.22284295841120916,0.9870622735897878,0.42,0.880427337115764,0.3485039710005743,0.6339509444439513
177,Paperboard,Fiber,Electronics,6.072813214307398,26.7,0.67,1.1757363945440529,68.35,70.02,17.57,0.05056037065998233,0.2501147123847662,0.34384062466842386,0.48904605830602027,0.67,0.9494396293400177,0.5874674224365097,0.6643920185391792
178,Kraft Paper,Fiber,E-commerce,5.160206038901612,18.92,0.84,0.6927672709192939,50.92,75.77,19.05,0.008139745922310771,0.2741000291995161,0.19133912746120996,0.18837329653268936,0.84,0.9918602540776892,0.5120756334647742,0.6083855566421592
179,Glass,Glass,E-commerce,8.87345997747347,6.6,0.07,1.6896115858180982,61.71,82.1,26.97,0.09569556789046213,0.3005047344929712,0.8118435464528758,0.3745040538209419,0.07,0.9043044321095379,0.7444345778853676,0.6239851395136792
180,Compostable Film,Bioplastic,Retail,5.2750418882919865,2.55,0.96,2.38,79.24,63.72,64.3,0.1563344501888693,0.22383514787469236,0.21052880669785118,0.6769018457823012,0.96,0.8436655498111307,0.549910433954325,0.6910105232581659
181,Bioplastic PHA,Bioplastic,E-commerce,5.6821327021005175,8.27,0.5,2.3841357857700918,58.45,135.31,94.4,0.15669770864073831,0.5224627706169441,0.278555839881652,0.3182680696912196,0.5,0.8433022913592617,0.39794467358249436,0.5189860537298112
182,Rigid PVC,Plastic,Electronics,6.226947042481179,12.22,0.13,4.13,84.38,,44.44,0.31004219186347515,,0.369597204498436,0.7655683974469553,0.13,0.6899578081365249,,
183,Paperboard,Fiber,Food,6.774080854835688,3.85,0.92,0.9409433431732552,57.22,68.42,34.55,0.02993779369592803,0.24344053727109666,0.4610261651787561,0.29705019837847163,0.92,0.9700622063040719,0.6383461437088445,0.6941178540120027
184,Corrugated Cardboard,Fiber,Pharmaceuticals,6.632018060142944,12.14,0.63,1.0243770564256842,74.6,59.11,45.0,0.03726602663510374,0.204605180828432,0.4372867190381411,0.5968604450577885,0.63,0.9627339733648963,0.6521515791181972,0.70945884770439
185,Glass,Glass,Food,7.515883255430311,2.52,0.06,1.6118478407223964,69.03,145.08,90.63,0.08886534523742211,0.5632169524047888,0.5849852789916458,0.5007762635846128,0.06,0.9111346547625779,0.4960639401537851,0.5650101620833067
186,Paperboard,Fiber,Automotive,5.979952138102537,26.28,0.47,0.7223870390822887,70.54,32.15,47.9,0.010741338878458956,0.09214533016310014,0.32832304653058203,0.5268242194238401,0.47,0.989258661121541,0.6760420205143727,0.6744852520028817
187,HDPE,Plastic,Retail,7.634444400402431,14.93,0.39,2.55,51.36,10.68,63.27,0.17126605938011671,0.0025862428565469457,0.6047974748696919,0.1959634293600138,0.39,0.8287339406198833,0.8403672442339486,0.616884426603424
188,LDPE,Plastic,Retail,7.110401623198925,18.69,0.12,4.84,60.39,19.13,48.73,0.3724036184857438,0.03783423017561423,0.5172271485804795,0.35173365533896844,0.12,0.6275963815142562,0.7841903213268232,0.5243959407118244
189,Bioplastic PHA,Bioplastic,Pharmaceuticals,6.059301156712013,18.73,0.72,1.7538491146951636,45.2,118.94,40.99,0.10133774245871983,0.45417761648521254,0.3415826882099141,0.08970156977747115,0.72,0.8986622575412802,0.4641265053928382,0.5457288863870792
190,Rigid PVC,Plastic,Pharmaceuticals,6.483704581800904,11.4,0.14,4.65,86.39,26.61,31.58,0.3557153493896438,0.06903599883201934,0.4125027505216609,0.800241504226324,0.14,0.6442846506103562,0.7235795009094528,0.5964788463079009
191,Corrugated Cardboard,Fiber,Food,4.2793083034176975,9.26,0.65,0.8790641194406192,87.31,43.62,52.38,0.02450275613220166,0.1399908230092187,0.04413644577288269,0.8161117819561843,0.65,0.9754972438677983,0.5336600845036218,0.6912001952547702
192,Tinplate,Metal,Cosmetics,9.794431515906654,13.48,0.05,5.19,86.04,196.99,20.73,0.40314516682066504,0.7797522212489051,0.9657427730657299,0.794203898568225,0.05,0.596854833179335,0.5184457764769489,0.5715829510932557
193,Recycled PET,Plastic,E-commerce,7.80083611432666,15.86,0.27,2.219560988243374,57.52,75.88,81.61,0.142242611232517,0.27455887873858087,0.632602412393919,0.30222528894255657,0.27,0.857757388767483,0.6883056377144191,0.5936089250867529
194,Aluminum,Metal,Food,9.266202914546536,7.9,0.01,9.470137689166126,48.87,135.29,83.23,0.779082480111003,0.5223793434280232,0.8774729733687553,0.15301017767810932,0.01,0.220917519888997,0.6375615832906882,0.34551498466186853
195,Corrugated Cardboard,Fiber,Retail,5.017089373146102,5.21,0.59,0.6477206165698455,51.96,,28.12,0.004183163345139182,,0.16742357387889767,0.20631361048818356,0.59,0.9958168366548609,,
196,Rigid PVC,Plastic,E-commerce,6.698419149225321,4.55,0.18,3.99,79.2,49.84,45.12,0.29774557252950673,0.16593667876360907,0.4483826930499052,0.6762118337070899,0.18,0.7022544274704933,0.6797910699617966,0.5877047317780058
197,Recycled PET,Plastic,Electronics,7.451911357740479,13.53,0.35,2.03871786042423,59.56,91.5,74.54,0.12635861764711548,0.3397155132857798,0.5742952357399606,0.33741590477833366,0.35,0.8736413823528846,0.6258887863245163,0.5959773158166572
198,Bioplastic PLA,Bioplastic,E-commerce,6.794220519905155,5.45,0.59,1.2027494337322342,60.59,47.64,51.72,0.052933006802486894,0.15675968798231343,0.46439160998251827,0.3551837157150251,0.59,0.9470669931975131,0.6917008312036192,0.6630212099014157
